index,시·도,시·군,기업명,업종,생산품,매출액,기업규모,외투기업,회계기준,출처URL,홈페이지URL,비고
1061,대구광역시,달성군,구영테크,자동차부품 제조업,오일팬·힌지·롤러암·시트 부품,"4,261억 8,125만원",중견기업,아니오,2025.12 IFRS 연결,https://kind.krx.co.kr/,https://www.guyoungtech.com/,직전 검증분 누적
1062,대구광역시,달성군,남양금속,자동차부품 제조업,자동차용 주물·크랭크샤프트·디스크,"2,542억원",중견기업,아니오,2025.12 개별,https://www.catch.co.kr/,http://www.namyangmetals.co.kr/,직전 검증분 누적
1063,대구광역시,서구,대한방직,섬유 염색·가공업,가공포·섬유제품,"1,582억 8,600만원",중견기업,아니오,2025.12 연결,https://www.thtc.co.kr/invest2.html,https://www.thtc.co.kr/,직전 검증분 누적
1064,대구광역시,달성군,샤니,빵류 제조업,빵류·제빵제품,"2,921억 3,858만원",중견기업,아니오,2025.12 개별,https://www.saramin.co.kr/,http://www.spc.co.kr/,직전 검증분 누적
1065,대구광역시,달성군,에스에스엘엠,이차전지 소재 제조업,2차전지 내열분리막,"1,433억 2,000만원",중견기업,예,2025.12 개별,https://www.saramin.co.kr/,http://www.sslm.co.kr/,직전 검증분 누적
1066,대구광역시,달성군,대구텍,금속 절삭기계 제조업,초경 절삭공구·산업제품·분말제품,"5,750억원",중견기업,예,2025년 기준,https://www.yc.ac.kr/mech/employment-materials.do?articleNo=31822&attachNo=10956&mode=download,https://www.taegutec.com/,"대구 달성군 가창면 생산법인, 2026 채용자료의 2025 매출 기준"
1067,대구광역시,달성군,대동모빌리티,기어 및 동력전달장치 제조업,농기계 부품·산업용 체인·스마트 모빌리티,"2,469억 6,543만원",중견기업,아니오,2025.12 개별,https://www.jobkorea.co.kr/company/46446186/,http://www.daedongmobility.co.kr,"본사는 경기 안성, 대구 달성군 제2공장 보유"
1068,대구광역시,달성군,평화발레오,자동차부품 제조업,클러치·토크컨버터 등 자동차부품,"7,020억 9,601만원",중견기업,예,2025.12 개별,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/THZKRXVvMFgwZU1iTWpzSjlWVkhkZz09/company_nm/%28%EC%A3%BC%29%ED%8F%89%ED%99%94%EB%B0%9C%EB%A0%88%EC%98%A4,http://www.vph.com/,"NICE평가정보 기준, VALEO SE 50% 지분"
1069,대구광역시,달성군,삼보모터스,자동차부품 제조업,자동차 변속기·플라스틱·금형 부품,"4,986억 3,469만원",중견기업,아니오,2025.12 개별,https://kind.krx.co.kr/external/2026/03/11/001854/20260311004341/00591.htm,http://www.sambomotors.com/,KRX 공시 2025 별도 매출 기준
1070,대구광역시,달서구,푸드웰,식품 제조업,과실가공·농축주스·시럽·냉동과실,"1,018억 4,391만원",중소기업,아니오,2025.12 개별,https://www.jobkorea.co.kr/company/46650270,http://www.foodwell.com,NICE평가정보 기반 2025 매출
1071,대구광역시,달서구,모토닉,자동차부품 제조업,자동차 엔진·연료계·전장 부품,"2,796억 9,746만원",중견기업,아니오,2025년 기준,https://www.saramin.co.kr/,https://www.motonic.com/,"대구공장 보유, 2025 매출 확인"
1072,대구광역시,달성군,경창산업,자동차부품 제조업,전기차 모터·변속기·레버·페달·케이블 부품,"6,612억 1,287만원",중견기업,아니오,2025.12 개별,https://kind.krx.co.kr/external/2026/03/12/000233/20260312000761/00591.htm,http://www.kc.co.kr,KRX 공시 2025 별도 매출 기준
1073,대구광역시,달성군,아진피앤피,골판지·제지 제조업,골심지·라이너원지·골판지상자,"2,378억 9,963만원",중견기업,아니오,2025.12 개별,https://www.saramin.co.kr/,http://www.ajinpaper.co.kr,NICE평가정보 기준
1074,대구광역시,달성군,대영채비,전기차 충전장치 제조업,전기차 충전기·충전인프라,"1,017억 3,398만원",중소기업,아니오,2025.12 개별,https://www.incruit.com/,http://chaevi.com,나이스디앤비 기준
1075,대구광역시,달성군,대한소결금속,분말야금제품 제조업,자동차·가전용 소결금속 부품,"1,594억 5,113만원",중견기업,아니오,2025.12 개별,https://www.saramin.co.kr/,http://www.iksm.co.kr,NICE평가정보 기준
1076,대구광역시,달성군,씨티알모빌리티,자동차부품 제조업,구동장치·현가장치·자동차부품,"3,505억 100만원",중견기업,아니오,2025.12 개별,https://www.jobkorea.co.kr/,http://www.ctrmobility.co.kr,2025 개별 매출
1077,대구광역시,달성군,진양오일씰,고무제품·자동차부품 제조업,오일씰·고무패킹·자동차부품,"1,264억 1,527만원",중소기업,아니오,2025.12 개별,https://www.saramin.co.kr/,https://www.jy-oilseal.com,NICE평가정보 기준
1078,대구광역시,달성군,성림첨단산업,희토류 영구자석 제조업,희토류 영구자석·자성소재,"1,007억 9,466만원",중소기업,아니오,2025.12 개별,https://www.saramin.co.kr/,https://sgtech.co.kr/,NICE평가정보 기준
1079,대구광역시,달성군,농심태경,식품 제조업,스프·조미식품·식자재,"5,404억 3,612만원",중견기업,아니오,2025.12 개별,https://www.incruit.com/,http://www.nongshimtk.com,나이스디앤비 기준
1080,대구광역시,달성군,아세아텍,농업·임업용 기계 제조업,다목적 관리기·농기계,"1,133억원",중견기업,아니오,2025.06 K-IFRS,https://www.disclo.co.kr/,https://www.asiakor.com,공시 기반
1081,대구광역시,달성군,대호에이엘,알루미늄 압연·가공 제조업,알루미늄 판재·철도차량·배터리 소재,"2,156억 4,247만원",중견기업,아니오,2025.12 IFRS 연결,https://financialreports.eu/,http://www.daeho-al.com,2025 연결 감사자료
1082,대구광역시,달서구,SFA넥셀,이차전지 제조장비 제조업,2차전지 제조설비,"4,071억 8,100만원",중견기업,아니오,2025.12 IFRS 연결,https://www.sfanexel.co.kr/finance/,https://www.sfanexel.co.kr/,회사 공식 재무정보
1083,대구광역시,달성군,동아ST,의약품 제조업,바이오의약품·주사제·의약품,"7,451억 4,078만원",중견기업,아니오,2025.12 IFRS 연결,https://www.donga-st.com/,https://www.donga-st.com/,공식 자료
1084,대구광역시,달서구,카펙발레오,자동차부품 제조업,토크컨버터·자동차 동력전달장치,"7,640억 4,287만원",중견기업,예,2025.12 개별,https://www.saramin.co.kr/,https://www.kapecvaleo.com/,NICE평가정보 기준
1085,대구광역시,달서구,신라철강,철강 제조업,냉연강판·철강재,"5,201억 9,785만원",중견기업,아니오,2025.12 개별,https://www.saramin.co.kr/,http://www.tc.co.kr/,NICE평가정보 기준
1086,대구광역시,달성군,평화기공,자동차부품 제조업,트랜스퍼케이스·브레이크·엔진마운트 부품,"1,253억 5,627만원",중견기업,아니오,2025.12 개별,https://ph.co.kr/,http://www.phk.co.kr,평화그룹 공식 자료
1087,대구광역시,달서구,브이피에이치씨,자동차부품 제조업,자동차 클러치·동력전달장치 부품,"3,723억 1,033만원",중견기업,아니오,2025.12 개별,https://www.saramin.co.kr/,http://www.vph.co.kr/,NICE평가정보 기준
1088,대구광역시,달성군,우성파워텍,자동차부품 제조업,차량용 조명·전기장치·자동차부품,"1,119억 6,964만원",중소기업,아니오,2025.12 개별,https://www.jobkorea.co.kr/,https://www.woosungpt.co.kr/,NICE평가정보 기준
1089,대구광역시,달성군,대리정밀,자동차부품 제조업,자동차용 로컬샤프트·엔진·미션 부품,"1,150억 8,394만원",중소기업,아니오,2025.12 개별,https://www.saramin.co.kr/,http://www.daeree.com,NICE평가정보 기준
1090,대구광역시,달서구,효림엑스이,자동차부품 제조업,자동차 전장용 LCD 모듈·AVN 제품,"2,923억 4,659만원",중견기업,아니오,2025.12 개별,https://www.saramin.co.kr/,http://www.idigen.com/,NICE평가정보 기준
1091,대구광역시,달성군,삼익THK,구름베어링·직선운동시스템 제조업,LM가이드·직선운동시스템·메카트로닉스,"2,222억원",중견기업,아니오,2025.12 IFRS 연결,https://www.samickthk.co.kr/,https://www.samickthk.co.kr/,회사 공식 IR
1092,대구광역시,달성군,이래CS,자동차용 금속 압형제품 제조업,자동차 차체·프레스 부품,"1,079억 9,700만원",중견기업,아니오,2025.12 개별,https://www.jobkorea.co.kr/,http://www.ierae.com,NICE평가정보 기준
1093,대구광역시,달성군,KBI메탈,비철금속·전기장비 제조업,전선용 동선·모터코어·전기제품,"7,585억 6,654만원",중견기업,아니오,2025.12 IFRS 연결,https://kind.krx.co.kr/,http://www.kbimetal.co.kr,KRX 사업보고서
1094,대구광역시,달성군,대동금속,선철주물 주조업,농기계·자동차용 주물,"1,018억 1,719만원",중견기업,아니오,2025.12 개별,https://kind.krx.co.kr/,http://www.daedongmetals.co.kr,KRX 사업보고서
1095,대구광역시,달성군,경산제지,제지 제조업,골판지용 골심지·골판지원지,"1,012억 4,764만원",중견기업,아니오,2025.12 개별,https://kind.krx.co.kr/,http://www.kspaper.com,사업보고서 기반
1096,대구광역시,서구,태광산업,날염·섬유 염색가공업,나염·폴리에스터 섬유 가공,"1조 8,925억 500만원",대기업,아니오,2025.12 IFRS 연결,https://kind.krx.co.kr/,https://www.taekwang.co.kr/,KRX 사업보고서
1097,대구광역시,서구,대한화섬,섬유 염색가공업,폴리에스터 섬유·가공제품,"1,082억 2,567만원",대기업,아니오,2025.12 개별,https://www.incruit.com/,https://www.daehansf.co.kr/,2025 사업보고서·신용정보
1098,대구광역시,북구,금용기계,선박 구성부분품·섬유기계 제조업,선박엔진용 기계·환편기·섬유기계,"1,643억 1,132만원",중견기업,아니오,2025.12 개별,https://www.saramin.co.kr/,http://www.keumyong.com,NICE 기반 교차확인
1099,대구광역시,달서구,풍국주정,주정·에탄올 제조업,주정·고순도에탄올·탄산가스,"1,635억 2,004만원",중견기업,아니오,2025.12 IFRS 연결,https://kind.krx.co.kr/,http://www.pungguk.com,KRX 사업보고서
1100,대구광역시,달성군,평화씨엠비,산업용 고무제품 제조업,방진고무·호스·씰링제품,"1,292억 4,184만원",중견기업,아니오,2025.12 개별,https://www.nicebizinfo.com/,http://www.ph.co.kr,NICE평가정보 기준
1101,부산광역시,기장군,현대알비,강관 제조업,대구경 SAW 강관·도복장강관,"1,091억 9,248만원",중소기업,아니오,2025.12,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/cWtaN3dRaVBVYmtUU3pCV1NnRG1DZz09/company_nm/%28%EC%A3%BC%29%ED%98%84%EB%8C%80%EC%95%8C%EB%B9%84,https://www.hyundairb.com/,부산 기장 명례공장을 운영하는 대구경 SAW 강관 전문 제조기업
1102,부산광역시,동구,사조동아원,제분·곡물가공 제조업,밀가루·프리믹스 등 제분제품,"6,742억 6,358만 8,000원",중견기업,아니오,2025 개별,https://kind.krx.co.kr/,https://do.sajo.co.kr/,부산 동구 제분공장을 운영하는 제분·곡물가공 제조기업
1103,부산광역시,사상구,극동유화,석유제품·LPG 제조·충전업,LPG 충전제품·윤활유·특수유,"1조 217억 2,786만 6,612원",중견기업,아니오,2025 연결,https://kind.krx.co.kr/,https://www.kdoc.co.kr/,부산공장에서 LPG 충전시설을 운영하는 윤활유·LPG·석유제품 제조·공급기업
1104,부산광역시,서구,동원산업,수산물 가공·식품 생산업,참치 등 수산물 가공제품,"9조 5,836억 7,389만 6,991원",대기업,아니오,2025 연결,https://kind.krx.co.kr/,https://www.dongwon.com/,부산 감천항 참치가공공장을 운영하는 수산·식품 가공 중심 민간기업
1105,부산광역시,남구,비락,유제품·음료 제조업,유제품·유산균음료·두유·건강식품,"1,429억 7,643만원",중견기업,아니오,2025.12,https://www.catch.co.kr/Comp/CompSummary/310042,https://www.vilac.co.kr/,부산 본사를 둔 유제품·음료 중심 종합식품 제조기업
1106,부산광역시,강서구,에스엔시스,선박용 전기·제어장비 제조업,선박용 배전반·평형수처리시스템·가스연료공급장치,"1,444억 2,534만 172원",중소기업,아니오,2025 연결,https://kind.krx.co.kr/,https://www.snsys.net/,부산 강서구 에코센터에서 선박용 배전반·친환경 선박 기자재를 생산하는 조선기자재 제조기업
1107,부산광역시,사하구,동원수산,수산물·곡물가공 식품 제조업,빵가루·냉동수산물 등 식품가공제품,"1,725억 9,222만 4,000원",중견기업,아니오,2025 연결,https://www.dongwonfish.co.kr/?s=page01&t=investment,https://www.dongwonfish.co.kr/,부산 사하구 부산공장에서 빵가루·수산물 가공제품을 생산하는 수산·식품 제조기업
1108,부산광역시,강서구,대한금속,1차 철강 제조·가공업,후판·강판 절단가공 및 철강제품,"1,025억 2,777만원",중견기업,아니오,2025,https://m.saramin.co.kr/job-search/view?rec_idx=29751844,http://www.daehanmetals.com/,부산 강서구 녹산산단에서 후판·강판 절단가공을 수행하는 철강 제조·가공기업
1109,부산광역시,강서구,진양금속,냉간 압연·철강 가공 제조업,STS강판·냉연강판·용융아연도금강판·전기아연도금강판 등 가공제품,"1,639억 5,777만원",중소기업,아니오,2025.12,https://www.catch.co.kr/Comp/CompInfo/155144,https://www.jinyangmetal.co.kr/,부산 강서구 녹산 가공공장을 운영하는 냉연·도금강판 가공 전문 철강 제조기업
1110,부산광역시,기장군,이닉스,자동차용 신품 부품 제조업,2차전지 배터리셀 패드·내화격벽 등 전기차 배터리 안전부품,"1,225억 8,796만원",중소기업,아니오,2025 연결,https://kind.krx.co.kr/,https://inics.kr/,부산 기장공장을 운영하는 전기차 배터리 안전 솔루션 부품 전문 제조기업
1111,부산광역시,서구,사조씨푸드,수산물 가공 및 저장 처리업,횟감용 참치·냉동참치 등 수산물 가공제품,"2,380억 1,977만 9,764원",중견기업,아니오,2025 연결,https://kind.krx.co.kr/,https://sf.sajo.co.kr/,부산 서구 암남동 가공장에서 냉동 참치를 가공·생산하는 사조그룹 수산식품 제조기업
1112,부산광역시,동래구,오성전자,무선 통신장비·전자제품 제조업,리모컨·스마트홈 기기·전자모듈·IoT 디바이스,"1,417억원",중소기업,아니오,2025 연결,https://www.catch.co.kr/Comp/CompSummary/450740,https://ohsungec.com/,부산 동래구 사업장을 둔 리모컨·스마트홈·전자모듈 전문 전자제품 제조기업
1113,부산광역시,동래구,오성디앤이,디스플레이·전자부품 제조업,OLED·LCD 부품·EV 및 ESS 부품·디스플레이 모듈,"1,704억원",중소기업,아니오,2025 연결,https://www.catch.co.kr/Comp/CompSummary/386604,https://www.ohsungdne.co.kr/,부산 동래구 사업장을 둔 디스플레이·전기차 배터리 및 ESS 핵심부품 제조기업
1114,부산광역시,부산진구,강남제비스코,도료·합성수지 제조업,건축용·공업용 도료·락카·에나멜·합성수지,"2,729억 3,805만 7,000원",중견기업,아니오,2025 별도,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260318001400,https://www.jevisco.com/,부산 본사를 둔 도료·합성수지 중심 종합 화학소재 제조기업
1115,부산광역시,강서구,백산,합성피혁 제조업,폴리우레탄 합성피혁·인조피혁,"2,713억 7,597만 7,154원",중견기업,아니오,2025 별도,https://kind.krx.co.kr/external/2026/03/12/001059/20260312002738/00591.htm,https://www.baiksan.co.kr/,부산 강서구 녹산공장을 운영하는 폴리우레탄 합성피혁 전문 제조기업
1116,강원특별자치도,원주시,씨엔아이전자,절연선·케이블 제조업,에나멜동선·동선 가공,"617억 5,491만원",중소기업,아니오,2025.12 개별,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/U1RsclVYU05ZeFAwa24rb1dJdG9Pdz09/company_nm/%EC%94%A8%EC%97%94%EC%95%84%EC%9D%B4%EC%A0%84%EC%9E%90%28%EC%A3%BC%29,미등록,원주시 문막읍 문막공단길 201 공장 운영. NICE평가정보 2025 매출 및 원주시청 공장정보 교차확인
1117,강원특별자치도,원주시,한국이엔씨,공기 조화장치 제조업,청정·환경기자재·클린룸 설비,761억 347만원,중소기업,아니오,2025.12 개별,https://www.catch.co.kr/Comp/CompInfo/137267,https://www.k-ec.com/,"원주시 태장공단길 42-13 본사. NICE평가정보 2025 매출, 공식 홈페이지 소재지 확인"
1118,대구광역시,달서구,아세아스틸,열간 압연 및 압출 제품 제조업,열연강판·철강재,"1,390억 1,098만원",중견기업,아니오,2025.12 개별,https://www.saramin.co.kr/,http://www.asiasteel.co.kr,NICE평가정보 기반 2025 매출; 대구 달서구 제조사업장 확인
1119,대구광역시,달서구,대지철강,그 외 기타 1차 철강 제조업,철강재·냉연강판 가공,"2,877억 2,396만원",중견기업,아니오,2025.12 개별,https://www.catch.co.kr/,http://www.daejisteel.com,NICE평가정보·캐치 2025 매출 교차확인; 대구 달서구 제조업 확인
1120,대구광역시,달서구,태창철강,철강재 제조·가공업,철강재·열연코일·냉연코일 가공,"2,413억 8,427만원",중견기업,아니오,2025.12 개별,https://www.saramin.co.kr/,http://www.tc.co.kr,NICE평가정보 기반 2025 매출; 대구 달서구 철강재 제조·가공 확인
1121,대구광역시,달서구,영화,기타 구조용 금속제품 제조업,샌드위치패널·미네랄울패널·그라스울패널,"1,316억 2,633만원",중견기업,아니오,2025.12 개별,https://www.saramin.co.kr/,http://www.yhpanel.co.kr,NICE평가정보 기반 2025 매출; 대구 달서구 제조법인
1122,대구광역시,달성군,디엔피코퍼레이션,연성 및 기타 인쇄회로기판 제조업,인쇄회로기판·전자부품,"1,122억 3,436만원",중소기업,아니오,2025.12 개별,https://www.saramin.co.kr/,http://www.dnpcorp.co.kr,NICE평가정보 기반 2025 매출; 대구 1·2공장 확인
1123,대구광역시,북구,티케이케미칼,화학섬유·합성수지 제조업,PET 수지·폴리에스터 원사·스판덱스 원사,"3,457억 5,622만원",대기업,아니오,2025.12 K-IFRS 개별,https://kind.krx.co.kr/,http://www.tkchemi.co.kr,KRX 2025 사업보고서·감사자료; 대구 북구 본점
1124,대구광역시,달성군,남선알미늄,알루미늄 압연·압출 및 연신제품 제조업,알루미늄 형재·샷시·자동차 범퍼 및 조립품,"2,576억 7,564만원",중견기업,아니오,2025.12 K-IFRS 개별,https://kind.krx.co.kr/,http://www.namsun.co.kr,2025 감사자료·기업정보 교차확인; 대구 달성군 본점·공장
1125,대구광역시,서구,삼일방,표면처리 및 적층 직물 제조업,도포·적층 직물·면방적 제품,"1,078억원",중소기업,아니오,2025.12 연결,https://www.catch.co.kr/,http://www.samil-sp.co.kr,NICE평가정보 기반 2025 연결 매출; 대구 서구 제조법인
1126,대구광역시,달성군,발레오모빌리티코리아,자동차부품 제조업,자동차용 신품 부품·모빌리티 전장부품,"1,084억 2,736만원",중소기업,예,2025.12 개별,https://www.saramin.co.kr/,https://www.valeo.com/,2025 매출 교차확인; 대구 달성군 제조공장
1127,대구광역시,달서구,효성티앤씨,섬유 제조업,직물·염색가공·스판덱스·폴리에스터 섬유,"7조 6,948억 4,372만원",대기업,아니오,2025.12 IFRS 연결,https://www.hyosungtnc.com/kr/company/ir/financial/incom-statement,https://www.hyosungtnc.com/kr/,회사 공식 IR·KRX 2025 연결 매출; 대구 달서구 생산공장
1128,대구광역시,달성군,스맥,공작기계·산업용 로봇 제조업,CNC 선반·머시닝센터·융복합장비·산업용 로봇,"1,535억 9,145만원",중견기업,아니오,2025.12 IFRS 연결,https://kind.krx.co.kr/,https://www.esmec.com/,KRX 2025 공시·공식자료 교차확인; 대구 달성군 현풍공장
1129,대구광역시,달서구,고려전선,절연선·케이블 제조업,전력케이블·절연전선·가공송배전선,"1,290억 6,698만원",중소기업,아니오,2025.12 개별,https://www.saramin.co.kr/,https://www.koryocable.co.kr/,NICE평가정보 기반 2025 매출; 공식 홈페이지 대구 공장 확인
1130,대구광역시,달서구,유니온머티리얼,파인세라믹·자성재료 제조업,페라이트 마그네트·절삭공구·마그네트론 스템·세라믹 부품,"1,013억 8,127만원",중견기업,아니오,2025.12 K-IFRS 개별,https://kind.krx.co.kr/,http://www.unionmaterials.com,KRX 2025 사업보고서·NICE평가정보 교차확인; 대구 달서구 본점·세라믹공장
1131,대구광역시,달성군,한국알스트롬,기타 종이 및 판지 제조업,자동차용 여과지·여과용지,"1,278억 7,158만원",중견기업,예,2025.12 개별,https://www.saramin.co.kr/,https://www.ahlstrom.com/,NICE평가정보·기업정보 2025 매출 교차확인; 대구 달성군 제조법인
1132,대구광역시,달서구,덴티스,치과용 기기 제조업,치과용 임플란트·의료용 LED 무영등·치과용 3D프린터·바이오 제품,"1,142억 4,520만원",중소기업,아니오,2025.12 IFRS 연결,https://kind.krx.co.kr/,https://www.dentis.co.kr/,KRX 2025 연결 매출; 대구 달서구 본사 및 대구 생산거점
1133,대구광역시,달서구,아세아철강,그 외 기타 1차 철강 제조업,냉연강판·자동차 및 가전용 철강재,"2,367억 2,097만원",중견기업,아니오,2025.12 개별,https://www.saramin.co.kr/,http://www.asiasteel.co.kr,NICE평가정보 기반 2025 매출; 대구 달서구 제조기업
1134,대구광역시,달성군,한국제지,펄프·종이 및 판지 제조업,백판지·인쇄용지·복사용지·특수지,"7,536억 7,942만원",중견기업,아니오,2025.12 K-IFRS 개별,https://kind.krx.co.kr/,https://www.hankukpaper.com/,KRX 2025 매출; 대구 달성군 현풍공장 운영
1135,대구광역시,달서구,부국철강,철강 가공·유통업,H-빔 가공·철근·형강·판재류·파이프,"1,537억 4,852만원",중견기업,아니오,2025.12 개별,https://www.saramin.co.kr/,https://www.bk-steel.com/,NICE평가정보 기반 2025 매출; 대구 본사 H-BEAM 가공시설
1136,대구광역시,달서구,세원테크,자동차 차체용 신품 부품 제조업,자동차 차체부품·대시패널·라디에이터패널,"1,748억 4,852만원",중견기업,아니오,2025.06 개별,https://www.saramin.co.kr/,http://www.se-won.co.kr,NICE평가정보 기반 2025.06 매출; 대구 달서구 본사 제조기업
1137,대구광역시,달성군,휴스틸,강관 제조업,스테인리스 강관·배관용·구조용·유정용 강관,"6,124억 9,000만원",중견기업,아니오,2025.12 K-IFRS 연결,https://kind.krx.co.kr/,https://www.husteel.com/,KRX 2025 사업보고서; 대구 달성군 대구공장에서 스테인리스 강관 생산
1138,강원특별자치도,횡성군,일신비츠온,전기자재 유통·제조·종합물류업,전선·전기재료·LED조명 보관·배송,"5,437억 4,828만원",중견기업,아니오,2025.12 개별,https://www.vitson.co.kr/site/new_main/company/company.asp,https://www.vitson.co.kr/,공식 홈페이지에 횡성군 횡성읍 조곡리 345-1 강원 물류센터 운영 명시. NICE/감사자료 기준 2025 매출 검증
1139,강원특별자치도,동해시,DB월드,합금철 제조업,페로망간·실리콘망간·정련 합금철,"1,057억 2,902만원",중견기업,아니오,2025.12 별도,https://www.dbmetal.co.kr/,https://www.dbmetal.co.kr/,"2025년 DB메탈 흡수합병 후 DB월드 존속법인. 동해 합금철 생산공장 운영, NICE/공시 기준 2025 매출 검증"
1140,경상남도,창원시,(주)동아,볼트 및 너트류 제조업,고장력볼트·중장비용 트랙볼트·산업용 볼트·너트·금속소재 열처리,"946억 4,137만원",중소기업,아니오,2025년 기준,https://www.saramin.co.kr/zf_user/company-info/view?csn=MUF3TGY3V3ZqdjRTK2ZpUlRISTNjQT09,http://www.dongahbolt.co.kr/,경남 창원시 성산구 남면로113번길 20 소재 제조기업 · NICE평가정보 기준 2025년 매출 · KS 인증에서 고장력 볼트·너트 제조사업장 확인
1141,경상남도,창원시,(주)테크노전자,전자부품 제조업,전자부품·광학부품·가전 및 산업용 제어기기,"1,266억 8천만원",중소기업,아니오,2025.12,https://m.jobkorea.co.kr/company/44063539,http://www.technoel.co.kr,경남 창원시 성산구 공단로 324-18 소재 본사·제조사업장 · NICE평가정보 기반 2025년 매출 · 전자부품·광학부품 제조
1142,전북특별자치도,김제시,하이호휠,자동차용 알루미늄휠 제조업,"승용차용 알루미늄 휠, 크롬도금 휠","1,202억 6,546만원",중견기업,예,2025.12 개별(NICE평가정보),https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/Zi9XUlh3TlhXdURCdWRiUjZ1dm1TZz09/company_nm/%28%EC%A3%BC%29%ED%95%98%EC%9D%B4%ED%98%B8%ED%9C%A0 | https://www.hihowheel.kr/kor/company/directions.php,https://www.hihowheel.kr/,하이호금속 계열 자동차부품사로 김제공장에서 알루미늄 휠 주조·가공·도금 생산
1143,전북특별자치도,김제시,한국구보다 김제공장,농업기계 제조·공급업,"트랙터, 콤바인, 이앙기 등 농기계","2,425억 6,241만원",중견기업,예,2025.12 개별(NICE평가정보),https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/cE5jVXcxNktFZlczdFYzZmxqNVRPUT09/company_nm/%ED%95%9C%EA%B5%AD%EA%B5%AC%EB%B3%B4%EB%8B%A4%28%EC%A3%BC%29 | https://www.motie.go.kr/kftz/gimje/freeTradeArea/movingCompany.do,https://www.kubotakorea.com/,일본 Kubota 계열 한국법인으로 김제자유무역지역에서 농기계 사업·생산거점 운영
1144,전북특별자치도,익산시,크로다코리아 익산공장,화장품·기능성 화학소재 제조업,"화장품 원료, 식품첨가물, 건강기능식품·의약용 소재","830억 8,210만원",중견기업,예,2025.12 개별(NICE평가정보),https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/SE1wRUd1SmRPQnRDcXJ4ZVRaenF5Zz09/company_nm/%ED%81%AC%EB%A1%9C%EB%8B%A4%EC%BD%94%EB%A6%AC%EC%95%84%28%EC%A3%BC%29 | https://insc.kisc.org/motie/cor2/cor_view.jsp?corp_id=K0315732&k_name=%EC%98%81%EA%B5%AD,https://www.croda.com/,영국 Croda 100% 한국법인으로 익산에서 화장품·퍼스널케어용 기능성 소재 생산
1145,전북특별자치도,무주군,풀무원다논 무주공장,발효유·유제품 제조업,"요거트, 발효유 등 유제품","1,334억 8,536만원",중견기업,예,2025.12 개별(NICE평가정보),https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/T3ZUYW5yVE43VVgxaFNkQk12Rys0dz09/company_nm/%ED%92%80%EB%AC%B4%EC%9B%90%EB%8B%A4%EB%85%BC%28%EC%A3%BC%29,https://www.danonepulmuone.co.kr/,풀무원·Danone 합작 유제품사로 무주공장에서 요거트·발효유 생산
1146,전북특별자치도,고창군,현대종합금속 고창공장,피복 및 충전 용접봉 제조업,"선박용 용접재료, 플럭스 코어드 와이어","7,468억 237만원",중견기업,아니오,2025.12 개별(NICE평가정보),https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/Vm1HQnpqeEhINS9INUVNUys1SWtyUT09/company_nm/%ED%98%84%EB%8C%80%EC%A2%85%ED%95%A9%EA%B8%88%EC%86%8D%28%EC%A3%BC%29 | https://www.ksnara.or.kr/,https://www.hyundaiwelding.com/,고창군 흥덕면 선운대로 3663 생산공장. KS 인증상 플럭스 코어드 와이어 생산.
1147,전북특별자치도,군산시,청우테크,동 제련·정련 및 합금 제조업,"CCR 동 로드, 전선용 동선재","2,668억 3,057만원",중견기업,아니오,2025.12 개별(NICE평가정보),https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/eTh6eHpPblBiblExVVRlQk5vV2hyZz09/company_nm/%28%EC%A3%BC%29%EC%B2%AD%EC%9A%B0%ED%85%8C%ED%81%AC | https://cccr.quv.kr/,http://www.cccr.co.kr,군산시 산단동서로 87. 동스크랩을 원료로 CCR 동 로드 생산.
1148,전북특별자치도,군산시,산우,기타 1차 비철금속 제조업,비철금속 소재,"2,297억 1,219만원",중소기업,아니오,2025.12 개별(NICE평가정보),https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/Mm5menJiSWFCa2RWc0dRcXc5Z2hWUT09/company_nm/%28%EC%A3%BC%29%EC%82%B0%EC%9A%B0,http://www.sanwoo.co,군산시 산단동서로 87 소재 비철금속 제조기업.
1149,전북특별자치도,부안군,이렘,강관·철강제품 제조업,"산업용 스테인리스 강관, 철강건자재 데크","919억 9,477만원",중소기업,아니오,2025.12 개별(K-IFRS),https://kind.krx.co.kr/external/2026/03/11/001846/20260311004326/00591.htm | https://www.irem.co.kr/,https://www.irem.co.kr/,"본점·부안공장: 부안군 행안면 부안농공단지길 29. 2025 매출 91,994,767,552원."
